"","Year","Lg","G","W","L","Ties","W.L.","pythW.L.","Finish","GB","Playoffs","R","RA","Attendance","BatAge","PAge","X.Bat","X.P","Top.Player","Managers","Team","Popularity"
"822",1970,"NL East",162,83,79,0,51.2,0.545,"3rd of 6",6,"",695,630,2697479,26.5,26.1,34,14,"T.Seaver (6.4)","G.Hodges (83-79)","New York Mets","Popular"
"823",1969,"NL East",162,100,62,0,61.7,0.571,"1st of 6",0,"Won WS (4-1)",632,541,2175373,25.9,25.8,35,15,"T.Seaver (7.2)","G.Hodges (100-62)","New York Mets","Popular"
"824",2018,"AL East",162,100,62,0,61.7,0.608,"2nd of 5",8,"Lost LDS (3-1)",851,669,3482855,27.2,28.8,49,27,"A.Judge (5.5)","A.Boone (100-62)","New York Yankees","Very popular"
"825",2017,"AL East",162,91,71,0,56.2,0.618,"2nd of 5",2,"Lost ALCS (4-3)",858,660,3154938,28.6,27.8,51,25,"A.Judge (8.1)","J.Girardi (91-71)","New York Yankees","Very popular"
"826",2016,"AL East",162,84,78,0,51.9,0.485,"4th of 5",9,"",680,702,3063405,30.1,27.9,53,29,"M.Tanaka (5.2)","J.Girardi (84-78)","New York Yankees","Very popular"
"827",2015,"AL East",162,87,75,0,53.7,0.541,"2nd of 5",6,"Lost ALWC (1-0)",764,698,3193795,31.4,27.4,56,33,"D.Betances (4.0)","J.Girardi (87-75)","New York Yankees","Very popular"
"828",2014,"AL East",162,84,78,0,51.9,0.478,"2nd of 5",12,"",633,664,3401624,32.8,29.3,58,33,"B.Gardner (3.9)","J.Girardi (84-78)","New York Yankees","Very popular"
"829",2013,"AL East",162,85,77,0,52.5,0.485,"3rd of 5",12,"",650,671,3279589,31.9,31.8,56,24,"R.Cano (7.8)","J.Girardi (85-77)","New York Yankees","Very popular"
"830",2012,"AL East",162,95,67,0,58.6,0.584,"1st of 5",0,"Lost ALCS (4-0)",804,668,3542406,32.9,30.3,45,24,"R.Cano (8.4)","J.Girardi (95-67)","New York Yankees","Very popular"
"831",2011,"AL East",162,97,65,0,59.9,0.624,"1st of 5",0,"Lost LDS (3-2)",867,657,3653680,30.6,31,48,28,"C.Sabathia (6.4)","J.Girardi (97-65)","New York Yankees","Very popular"
"832",2010,"AL East",162,95,67,0,58.6,0.597,"2nd of 5",1,"Lost ALCS (4-2)",859,693,3765807,30.3,30.3,43,21,"R.Cano (8.1)","J.Girardi (95-67)","New York Yankees","Very popular"
"833",2009,"AL East",162,103,59,0,63.6,0.588,"1st of 5",0,"Won WS (4-2)",915,753,3719358,30.6,29.3,45,24,"D.Jeter (6.6)","J.Girardi (103-59)","New York Yankees","Very popular"
"834",2008,"AL East",162,89,73,0,54.9,0.537,"3rd of 5",8,"",789,727,4298655,31.4,30.6,51,27,"A.Rodriguez (6.8)","J.Girardi (89-73)","New York Yankees","Very popular"
"835",2007,"AL East",162,94,68,0,58,0.599,"2nd of 5",2,"Lost LDS (3-1)",968,777,4271083,30.7,31.4,49,28,"A.Rodriguez (9.4)","J.Torre (94-68)","New York Yankees","Very popular"
"836",2006,"AL East",162,97,65,0,59.9,0.587,"1st of 5",0,"Lost LDS (3-1)",930,767,4248067,30.9,32.5,49,25,"C.Wang (6.0)","J.Torre (97-65)","New York Yankees","Very popular"
"837",2005,"AL East",162,95,67,0,58.6,0.553,"1st of 5",0,"Lost LDS (3-2)",886,789,4090696,32.3,34.2,51,28,"A.Rodriguez (9.4)","J.Torre (95-67)","New York Yankees","Very popular"
"838",2004,"AL East",162,101,61,0,62.3,0.548,"1st of 5",0,"Lost ALCS (4-3)",897,808,3775292,32.2,32.9,43,23,"A.Rodriguez (7.6)","J.Torre (101-61)","New York Yankees","Very popular"
"839",2003,"AL East",163,101,61,1,62.3,0.592,"1st of 5",0,"Lost WS (4-2)",877,716,3465600,30.3,33.7,49,23,"M.Mussina (6.6)","J.Torre (101-61)","New York Yankees","Very popular"
"840",2002,"AL East",161,103,58,0,64,0.613,"1st of 5",0,"Lost LDS (3-1)",897,697,3465807,29.9,33.1,38,17,"J.Giambi (7.1)","J.Torre (103-58)","New York Yankees","Very popular"
"841",2001,"AL East",161,95,65,1,59.4,0.555,"1st of 5",0,"Lost WS (4-3)",804,713,3264907,31.2,30.9,47,20,"M.Mussina (7.1)","J.Torre (95-65)","New York Yankees","Very popular"
"842",2000,"AL East",161,87,74,0,54,0.531,"1st of 5",0,"Won WS (4-1)",871,814,3055435,31.3,32,46,22,"J.Posada (5.5)","J.Torre (87-74)","New York Yankees","Very popular"
"843",1999,"AL East",162,98,64,0,60.5,0.594,"1st of 5",0,"Won WS (4-0)",900,731,3292736,30.9,31.2,39,18,"D.Jeter (8.0)","J.Torre (98-64)","New York Yankees","Very popular"
"844",1998,"AL East",162,114,48,0,70.4,0.67,"1st of 5",0,"Won WS (4-0)",965,656,2955193,30.4,30.2,38,19,"D.Jeter (7.5)","J.Torre (114-48)","New York Yankees","Popular"
"845",1997,"AL East",162,96,66,0,59.3,0.616,"2nd of 5",2,"Lost LDS (3-2)",891,688,2580325,30.6,29.6,41,18,"A.Pettitte (8.4)","J.Torre (96-66)","New York Yankees","Popular"
"846",1996,"AL East",162,92,70,0,56.8,0.546,"1st of 5",0,"Won WS (4-2)",871,787,2250877,30.1,29.3,48,24,"A.Pettitte (5.6)","J.Torre (92-70)","New York Yankees","Popular"
"847",1995,"AL East",145,79,65,1,54.9,0.539,"2nd of 5",7,"Lost LDS (3-2)",749,688,1705263,31.1,28.1,42,20,"B.Williams (6.4)","B.Showalter (79-65)","New York Yankees","Unpopular"
"848",1994,"AL East",113,70,43,0,61.9,0.602,"1st of 5",0,"",670,534,1675556,30.5,29.8,36,17,"W.Boggs (4.5)","B.Showalter (70-43)","New York Yankees","Unpopular"
"849",1993,"AL East",162,88,74,0,54.3,0.535,"2nd of 7",7,"",821,761,2416942,29.7,28.9,41,22,"J.Key (6.3)","B.Showalter (88-74)","New York Yankees","Popular"
"850",1992,"AL East",162,76,86,0,46.9,0.492,"4th of 7",20,"",733,746,1748737,28.2,29.5,40,19,"M.Perez (5.9)","B.Showalter (76-86)","New York Yankees","Unpopular"
"851",1991,"AL East",162,71,91,0,43.8,0.435,"5th of 7",20,"",674,777,1863733,27.7,29.5,40,20,"S.Sax (4.2)","S.Merrill (71-91)","New York Yankees","Unpopular"
"852",1990,"AL East",162,67,95,0,41.4,0.402,"7th of 7",21,"",603,749,2006436,28.2,29.1,43,20,"R.Kelly (5.5)","B.Dent (18-31) and S.Merrill (49-64)","New York Yankees","Popular"
"853",1989,"AL East",161,74,87,0,46,0.442,"5th of 7",14,"",698,792,2170485,28.6,29.2,49,22,"S.Sax (4.4)","D.Green (56-65) and B.Dent (18-22)","New York Yankees","Popular"
"854",1988,"AL East",161,85,76,0,52.8,0.514,"5th of 7",3,"",772,748,2633701,30.5,32.3,41,18,"R.Henderson (6.3)","B.Martin (40-28) and L.Piniella (45-48)","New York Yankees","Popular"
"855",1987,"AL East",162,89,73,0,54.9,0.518,"4th of 7",9,"",788,758,2427672,29.8,32.1,48,22,"D.Mattingly (5.1)","L.Piniella (89-73)","New York Yankees","Popular"
"856",1986,"AL East",162,90,72,0,55.6,0.535,"2nd of 7",5,"",797,738,2268030,29.2,30.3,43,18,"D.Mattingly (7.2)","L.Piniella (90-72)","New York Yankees","Popular"
"857",1985,"AL East",161,97,64,0,60.2,0.608,"2nd of 7",2,"",839,660,2214587,28.8,30.9,39,17,"R.Henderson (9.9)","Y.Berra (6-10) and B.Martin (91-54)","New York Yankees","Popular"
"858",1984,"AL East",162,87,75,0,53.7,0.55,"3rd of 7",17,"",758,679,1821815,29.6,29.8,41,17,"D.Mattingly (6.3)","Y.Berra (87-75)","New York Yankees","Unpopular"
"859",1983,"AL East",162,91,71,0,56.2,0.542,"3rd of 7",7,"",770,703,2257976,30.7,28.5,40,16,"R.Guidry (5.3)","B.Martin (91-71)","New York Yankees","Popular"
"860",1982,"AL East",162,79,83,0,48.8,0.496,"5th of 7",16,"",709,716,2041219,30.3,29,47,17,"R.Gossage (4.4)","B.Lemon (6-8), G.Michael (44-42) and C.King (29-33)","New York Yankees","Popular"
"861",1981,"AL East",107,59,48,0,55.1,0.593,"4th of 7",2,"Lost WS (4-2)",421,343,1614353,30.8,30.2,39,16,"D.Righetti (3.5)","G.Michael (48-34) and B.Lemon (11-14)","New York Yankees","Unpopular"
"862",1980,"AL East",162,103,59,0,63.6,0.597,"1st of 7",0,"Lost ALCS (3-0)",820,662,2627417,29.9,31.4,39,13,"W.Randolph (6.6)","D.Howser (103-59)","New York Yankees","Popular"
"863",1979,"AL East",160,89,71,0,55.6,0.54,"4th of 7",13,"",734,672,2537765,30.2,31,47,19,"R.Guidry (6.5)","B.Lemon (34-31) and B.Martin (55-40)","New York Yankees","Popular"
"864",1978,"AL East",163,100,63,0,61.3,0.605,"1st of 7",0,"Won WS (4-2)",735,582,2335871,29.8,28.3,41,17,"R.Guidry (9.6)","B.Martin (52-42), D.Howser (0-1) and B.Lemon (48-20)","New York Yankees","Popular"
"865",1977,"AL East",162,100,62,0,61.7,0.61,"1st of 7",0,"Won WS (4-2)",831,651,2103092,29.1,28.6,36,13,"G.Nettles (5.5)","B.Martin (100-62)","New York Yankees","Popular"
"866",1976,"AL East",159,97,62,0,61,0.607,"1st of 6",0,"Lost WS (4-0)",730,575,2012434,28.2,29.2,40,14,"G.Nettles (8.0)","B.Martin (97-62)","New York Yankees","Popular"
"867",1975,"AL East",160,83,77,0,51.9,0.567,"3rd of 6",12,"",681,588,1288048,28.5,28.7,37,12,"C.Hunter (8.1)","B.Virdon (53-51) and B.Martin (30-26)","New York Yankees","Unpopular"
"868",1974,"AL East",162,89,73,0,54.9,0.534,"2nd of 6",2,"",671,623,1273075,27.7,28.4,44,19,"E.Maddox (5.4)","B.Virdon (89-73)","New York Yankees","Unpopular"
"869",1973,"AL East",162,80,82,0,49.4,0.523,"4th of 6",17,"",641,610,1262103,30,29.4,36,15,"T.Munson (7.2)","R.Houk (80-82)","New York Yankees","Unpopular"
"870",1972,"AL East",155,79,76,0,51,0.525,"4th of 6",6,"",557,527,966328,28.7,28.1,36,18,"B.Murcer (8.1)","R.Houk (79-76)","New York Yankees","Very unpopular"
"871",1971,"AL East",162,82,80,0,50.6,0.505,"4th of 6",21,"",648,641,1070771,28.3,27.3,36,15,"R.White (6.7)","R.Houk (82-80)","New York Yankees","Unpopular"
"872",1970,"AL East",163,93,69,1,57.4,0.548,"2nd of 6",15,"",680,612,1136879,27,27.5,34,17,"R.White (6.8)","R.Houk (93-69)","New York Yankees","Unpopular"
"873",1969,"AL East",162,80,81,1,49.7,0.48,"5th of 6",28,"",562,587,1067996,26.8,26.6,38,14,"M.Stottlemyre (6.1)","R.Houk (80-81)","New York Yankees","Unpopular"
"874",2018,"AL West",162,97,65,0,59.9,0.585,"2nd of 5",6,"Lost ALWC (1-0)",813,674,1573616,28,29.2,53,34,"M.Chapman (8.2)","B.Melvin (97-65)","Oakland Athletics","Unpopular"
"875",2017,"AL West",162,75,87,0,46.3,0.449,"5th of 5",26,"",739,826,1475721,28.7,27.9,54,28,"J.Lowrie (4.0)","B.Melvin (75-87)","Oakland Athletics","Unpopular"
"876",2016,"AL West",162,69,93,0,42.6,0.43,"5th of 5",26,"",653,761,1521506,28.7,27.9,51,27,"K.Graveman (3.4)","B.Melvin (69-93)","Oakland Athletics","Unpopular"
"877",2015,"AL West",162,68,94,0,42,0.478,"5th of 5",20,"",694,729,1768175,27.9,27.8,52,30,"S.Gray (5.3)","B.Melvin (68-94)","Oakland Athletics","Unpopular"
"878",2014,"AL West",162,88,74,0,54.3,0.609,"2nd of 5",10,"Lost ALWC (1-0)",729,572,2003628,29.6,28.2,45,23,"J.Donaldson (7.5)","B.Melvin (88-74)","Oakland Athletics","Popular"
"879",2013,"AL West",162,96,66,0,59.3,0.593,"1st of 5",0,"Lost LDS (3-2)",767,625,1809302,28.3,28.3,44,19,"J.Donaldson (7.7)","B.Melvin (96-66)","Oakland Athletics","Unpopular"
"880",2012,"AL West",162,94,68,0,58,0.568,"1st of 4",0,"Lost LDS (3-2)",713,614,1679013,27.7,27.9,50,25,"J.Reddick (4.6)","B.Melvin (94-68)","Oakland Athletics","Unpopular"
"881",2011,"AL West",162,74,88,0,45.7,0.477,"3rd of 4",22,"",645,679,1476791,29.1,27.4,48,26,"G.Gonzalez (4.4)","B.Geren (27-36) and B.Melvin (47-52)","Oakland Athletics","Unpopular"
"882",2010,"AL West",162,81,81,0,50,0.526,"2nd of 4",9,"",663,626,1418391,27.8,26,49,23,"D.Barton (5.5)","B.Geren (81-81)","Oakland Athletics","Unpopular"
"883",2009,"AL West",162,75,87,0,46.3,0.499,"4th of 4",22,"",759,761,1408783,29.1,25.7,51,26,"A.Bailey (3.7)","B.Geren (75-87)","Oakland Athletics","Unpopular"
"884",2008,"AL West",161,75,86,0,46.6,0.47,"3rd of 4",24,"",646,690,1665256,27.2,26.5,51,24,"M.Ellis (4.0)","B.Geren (75-86)","Oakland Athletics","Unpopular"
"885",2007,"AL West",162,76,86,0,46.9,0.49,"3rd of 4",18,"",741,758,1921844,28.9,26.9,54,24,"M.Ellis (4.8)","B.Geren (76-86)","Oakland Athletics","Unpopular"
"886",2006,"AL West",162,93,69,0,57.4,0.527,"1st of 4",0,"Lost ALCS (4-0)",771,727,1976625,29.7,27,40,21,"B.Zito (4.4)","K.Macha (93-69)","Oakland Athletics","Unpopular"
"887",2005,"AL West",162,88,74,0,54.3,0.573,"2nd of 4",7,"",772,658,2109118,28.6,26.6,41,20,"E.Chavez (4.8)","K.Macha (88-74)","Oakland Athletics","Popular"
"888",2004,"AL West",162,91,71,0,56.2,0.53,"2nd of 4",1,"",793,742,2201516,29.6,28.4,36,18,"E.Chavez (5.5)","K.Macha (91-71)","Oakland Athletics","Popular"
"889",2003,"AL West",162,96,66,0,59.3,0.581,"1st of 4",0,"Lost LDS (3-2)",768,643,2216596,28.3,27.4,41,18,"T.Hudson (7.5)","K.Macha (96-66)","Oakland Athletics","Popular"
"890",2002,"AL West",162,103,59,0,63.6,0.591,"1st of 4",0,"Lost LDS (3-2)",800,654,2169811,28.6,27.4,41,17,"B.Zito (7.1)","A.Howe (103-59)","Oakland Athletics","Popular"
"891",2001,"AL West",162,102,60,0,63,0.64,"2nd of 4",14,"Lost LDS (3-2)",884,645,2133277,27.3,28,42,16,"J.Giambi (9.2)","A.Howe (102-60)","Oakland Athletics","Popular"
"892",2000,"AL West",161,91,70,0,56.5,0.569,"1st of 4",0,"Lost LDS (3-2)",947,813,1603744,27.3,29.5,44,21,"J.Giambi (7.8)","A.Howe (91-70)","Oakland Athletics","Unpopular"
"893",1999,"AL West",162,87,75,0,53.7,0.525,"2nd of 4",8,"",893,846,1434610,28.7,31.4,42,23,"J.Giambi (5.9)","A.Howe (87-75)","Oakland Athletics","Unpopular"
"894",1998,"AL West",162,74,88,0,45.7,0.466,"4th of 4",14,"",804,866,1232343,28.8,31,45,19,"K.Rogers (7.5)","A.Howe (74-88)","Oakland Athletics","Unpopular"
"895",1997,"AL West",162,65,97,0,40.1,0.403,"4th of 4",25,"",764,946,1264218,28.1,27.8,49,26,"M.McGwire (3.1)","A.Howe (65-97)","Oakland Athletics","Unpopular"
"896",1996,"AL West",162,78,84,0,48.1,0.48,"3rd of 4",12,"",861,900,1148380,28.2,27.1,43,20,"M.McGwire (6.4)","A.Howe (78-84)","Oakland Athletics","Unpopular"
"897",1995,"AL West",144,67,77,0,46.5,0.481,"4th of 4",11,"",730,761,1174310,29.5,30.9,44,23,"M.McGwire (5.5)","T.La Russa (67-77)","Oakland Athletics","Unpopular"
"898",1994,"AL West",114,51,63,0,44.7,0.468,"2nd of 4",1,"",549,589,1242692,29.2,29.8,43,20,"S.Javier (3.5)","T.La Russa (51-63)","Oakland Athletics","Unpopular"
"899",1993,"AL West",162,68,94,0,42,0.424,"7th of 7",26,"",715,846,2035025,28,30.9,43,22,"R.Henderson (4.5)","T.La Russa (68-94)","Oakland Athletics","Popular"
"900",1992,"AL West",162,96,66,0,59.3,0.547,"1st of 7",0,"Lost ALCS (4-2)",745,672,2494160,30.1,32,44,22,"M.McGwire (6.5)","T.La Russa (96-66)","Oakland Athletics","Popular"
"901",1991,"AL West",162,84,78,0,51.9,0.49,"4th of 7",11,"",760,776,2713493,29.9,30.9,46,23,"D.Henderson (5.4)","T.La Russa (84-78)","Oakland Athletics","Popular"
"902",1990,"AL West",162,103,59,0,63.6,0.613,"1st of 7",0,"Lost WS (4-0)",733,570,2900217,29.1,31.7,40,15,"R.Henderson (9.9)","T.La Russa (103-59)","Oakland Athletics","Popular"
"903",1989,"AL West",162,99,63,0,61.1,0.596,"1st of 7",0,"Won WS (4-0)",712,576,2667225,29.3,30,41,16,"M.Moore (5.4)","T.La Russa (99-63)","Oakland Athletics","Popular"
"904",1988,"AL West",162,104,58,0,64.2,0.615,"1st of 7",0,"Lost WS (4-1)",800,620,2287335,28,28.8,35,15,"J.Canseco (7.3)","T.La Russa (104-58)","Oakland Athletics","Popular"
"905",1987,"AL West",162,81,81,0,50,0.51,"3rd of 7",4,"",806,789,1678921,27.7,28.1,45,22,"C.Lansford (5.2)","T.La Russa (81-81)","Oakland Athletics","Unpopular"
"906",1986,"AL West",162,76,86,0,46.9,0.482,"3rd of 7",16,"",731,760,1314646,28.5,27.3,44,21,"T.Phillips (4.4)","J.Moore (29-44), J.Newman (2-8) and T.La Russa (45-34)","Oakland Athletics","Unpopular"
"907",1985,"AL West",162,77,85,0,47.5,0.482,"4th of 7",14,"",757,787,1334599,29.6,28.9,36,17,"M.Davis (4.7)","J.Moore (77-85)","Oakland Athletics","Unpopular"
"908",1984,"AL West",162,77,85,0,47.5,0.465,"4th of 7",7,"",738,796,1353281,29.9,27.5,37,20,"R.Henderson (6.0)","S.Boros (20-24) and J.Moore (57-61)","Oakland Athletics","Unpopular"
"909",1983,"AL West",162,74,88,0,45.7,0.455,"4th of 7",25,"",708,782,1294941,28.1,26.9,43,22,"R.Henderson (6.9)","S.Boros (74-88)","Oakland Athletics","Unpopular"
"910",1982,"AL West",162,68,94,0,42,0.423,"5th of 7",25,"",691,819,1735489,29.5,26.9,43,17,"R.Henderson (6.7)","B.Martin (68-94)","Oakland Athletics","Unpopular"
"911",1981,"AL West",109,64,45,0,58.7,0.558,"1st of 7",0,"Lost ALCS (3-0)",458,403,1304052,27.7,26.5,41,14,"R.Henderson (6.7)","B.Martin (64-45)","Oakland Athletics","Unpopular"
"912",1980,"AL West",162,83,79,0,51.2,0.53,"2nd of 7",14,"",686,642,842259,26.5,25.6,34,15,"R.Henderson (8.8)","B.Martin (83-79)","Oakland Athletics","Very unpopular"
"913",1979,"AL West",162,54,108,0,33.3,0.322,"7th of 7",34,"",573,860,306763,26.2,25.3,33,13,"R.Langford (4.0)","J.Marshall (54-108)","Oakland Athletics","Very unpopular"
"914",1978,"AL West",162,69,93,0,42.6,0.383,"6th of 7",23,"",532,690,526999,26.3,25.3,46,15,"M.Keough (3.0)","B.Winkles (24-15) and J.McKeon (45-78)","Oakland Athletics","Very unpopular"
"915",1977,"AL West",161,63,98,0,39.1,0.404,"7th of 7",38,"",605,749,495599,27.3,27.1,40,19,"M.Page (6.1)","J.McKeon (26-27) and B.Winkles (37-71)","Oakland Athletics","Very unpopular"
"916",1976,"AL West",161,87,74,0,54,0.562,"2nd of 6",2,"",686,598,780593,29.6,27.9,38,12,"V.Blue (7.6)","C.Tanner (87-74)","Oakland Athletics","Very unpopular"
"917",1975,"AL West",162,98,64,0,60.5,0.601,"1st of 6",0,"Lost ALCS (3-0)",758,606,1075518,28.8,29.1,42,14,"R.Jackson (6.7)","A.Dark (98-64)","Oakland Athletics","Unpopular"
"918",1974,"AL West",162,90,72,0,55.6,0.601,"1st of 6",0,"Won WS (4-1)",689,551,845693,28.6,27.1,37,11,"C.Hunter (6.9)","A.Dark (90-72)","Oakland Athletics","Very unpopular"
"919",1973,"AL West",162,94,68,0,58,0.594,"1st of 6",0,"Won WS (4-3)",758,615,1000763,28.4,26.8,40,12,"R.Jackson (7.8)","D.Williams (94-68)","Oakland Athletics","Unpopular"
"920",1972,"AL West",155,93,62,0,60,0.625,"1st of 6",0,"Won WS (4-3)",604,457,921323,27.7,27,47,15,"J.Rudi (6.1)","D.Williams (93-62)","Oakland Athletics","Very unpopular"
"921",1971,"AL West",161,101,60,0,62.7,0.592,"1st of 6",0,"Lost ALCS (3-0)",691,564,914993,26.8,26.5,40,16,"V.Blue (8.5)","D.Williams (101-60)","Oakland Athletics","Very unpopular"
"922",1970,"AL West",162,89,73,0,54.9,0.561,"2nd of 6",9,"",678,593,778355,27.7,27.2,39,16,"S.Bando (6.2)","J.McNamara (89-73)","Oakland Athletics","Very unpopular"
"923",1969,"AL West",162,88,74,0,54.3,0.54,"2nd of 6",9,"",740,678,778232,26.2,24.3,40,15,"R.Jackson (9.2)","H.Bauer (80-69) and J.McNamara (8-5)","Oakland Athletics","Very unpopular"
"924",2018,"NL East",162,80,82,0,49.4,0.467,"3rd of 5",10,"",677,728,2158124,26.7,26.8,48,31,"A.Nola (10.0)","G.Kapler (80-82)","Philadelphia Phillies","Popular"
"925",2017,"NL East",162,66,96,0,40.7,0.443,"5th of 5",31,"",690,782,1905354,26.6,26.8,51,31,"A.Nola (4.4)","P.Mackanin (66-96)","Philadelphia Phillies","Unpopular"
"926",2016,"NL East",162,71,91,0,43.8,0.381,"4th of 5",24,"",610,796,1915144,26.9,26.3,49,27,"O.Herrera (4.2)","P.Mackanin (71-91)","Philadelphia Phillies","Unpopular"
"927",2015,"NL East",162,63,99,0,38.9,0.385,"5th of 5",27,"",626,809,1831080,28,28.5,50,30,"O.Herrera (4.0)","R.Sandberg (26-48) and P.Mackanin (37-51)","Philadelphia Phillies","Unpopular"
"928",2014,"NL East",162,73,89,0,45.1,0.452,"5th of 5",23,"",619,687,2423852,30.8,30.1,49,26,"C.Hamels (6.9)","R.Sandberg (73-89)","Philadelphia Phillies","Popular"
"929",2013,"NL East",162,73,89,0,45.1,0.407,"4th of 5",23,"",610,749,3012403,30,28.7,51,27,"C.Lee (7.0)","C.Manuel (53-67) and R.Sandberg (20-22)","Philadelphia Phillies","Very popular"
"930",2012,"NL East",162,81,81,0,50,0.503,"3rd of 5",17,"",684,680,3565718,31.1,29.1,49,24,"C.Hamels (5.1)","C.Manuel (81-81)","Philadelphia Phillies","Very popular"
"931",2011,"NL East",162,102,60,0,63,0.633,"1st of 5",0,"Lost LDS (3-2)",713,529,3680718,31.4,29.2,42,23,"C.Lee (8.9)","C.Manuel (102-60)","Philadelphia Phillies","Very popular"
"932",2010,"NL East",162,97,65,0,59.9,0.585,"1st of 5",0,"Lost NLCS (4-2)",772,640,3777322,31.8,31.1,42,21,"R.Halladay (8.3)","C.Manuel (97-65)","Philadelphia Phillies","Very popular"
"933",2009,"NL East",162,93,69,0,57.4,0.566,"1st of 5",0,"Lost WS (4-2)",820,709,3600693,31.3,31.2,41,22,"C.Utley (8.2)","C.Manuel (93-69)","Philadelphia Phillies","Very popular"
"934",2008,"NL East",162,92,70,0,56.8,0.573,"1st of 5",0,"Won WS (4-1)",799,680,3422583,30.1,30.6,40,18,"C.Utley (9.0)","C.Manuel (92-70)","Philadelphia Phillies","Very popular"
"935",2007,"NL East",162,89,73,0,54.9,0.538,"1st of 5",0,"Lost LDS (3-0)",892,821,3108325,28.8,30.6,46,28,"C.Utley (7.8)","C.Manuel (89-73)","Philadelphia Phillies","Very popular"
"936",2006,"NL East",162,85,77,0,52.5,0.529,"2nd of 5",12,"",865,812,2701815,29.3,30.5,45,23,"C.Utley (7.3)","C.Manuel (85-77)","Philadelphia Phillies","Popular"
"937",2005,"NL East",162,88,74,0,54.3,0.548,"2nd of 5",2,"",807,726,2665304,30,29.7,40,19,"C.Utley (7.3)","C.Manuel (88-74)","Philadelphia Phillies","Popular"
"938",2004,"NL East",162,86,76,0,53.1,0.533,"2nd of 5",10,"",840,781,3250092,29.3,29.8,39,21,"B.Abreu (6.6)","L.Bowa (85-75) and G.Varsho (1-1)","Philadelphia Phillies","Very popular"
"939",2003,"NL East",162,86,76,0,53.1,0.558,"3rd of 5",15,"",791,697,2259948,28.3,29,38,20,"B.Abreu (5.4)","L.Bowa (86-76)","Philadelphia Phillies","Popular"
"940",2002,"NL East",161,80,81,0,49.7,0.491,"3rd of 5",21,"",710,724,1618467,27.5,28.5,39,20,"B.Abreu (5.8)","L.Bowa (80-81)","Philadelphia Phillies","Unpopular"
"941",2001,"NL East",162,86,76,0,53.1,0.517,"2nd of 5",2,"",746,719,1782054,26.9,28.9,46,22,"S.Rolen (5.6)","L.Bowa (86-76)","Philadelphia Phillies","Unpopular"
"942",2000,"NL East",162,65,97,0,40.1,0.428,"5th of 5",30,"",708,830,1612769,28.5,28.7,51,27,"B.Abreu (6.2)","T.Francona (65-97)","Philadelphia Phillies","Unpopular"
"943",1999,"NL East",162,77,85,0,47.5,0.497,"3rd of 5",26,"",841,846,1825337,28.2,28.3,41,22,"B.Abreu (6.1)","T.Francona (77-85)","Philadelphia Phillies","Unpopular"
"944",1998,"NL East",162,75,87,0,46.3,0.443,"3rd of 5",31,"",713,808,1715722,27,29.3,40,21,"S.Rolen (6.7)","T.Francona (75-87)","Philadelphia Phillies","Unpopular"
"945",1997,"NL East",162,68,94,0,42,0.397,"5th of 5",33,"",668,840,1490638,27.8,27.9,46,23,"C.Schilling (6.3)","T.Francona (68-94)","Philadelphia Phillies","Unpopular"
"946",1996,"NL East",162,67,95,0,41.4,0.412,"5th of 5",29,"",650,790,1801677,28.4,27.7,54,25,"C.Schilling (4.8)","J.Fregosi (67-95)","Philadelphia Phillies","Unpopular"
"947",1995,"NL East",144,69,75,0,47.9,0.469,"2nd of 5",21,"",615,658,2043598,29.7,27.1,50,26,"R.Bottalico (2.9)","J.Fregosi (69-75)","Philadelphia Phillies","Popular"
"948",1994,"NL East",115,54,61,0,47,0.522,"4th of 5",20,"",521,497,2290971,29.8,29.3,40,20,"D.Jackson (4.6)","J.Fregosi (54-61)","Philadelphia Phillies","Popular"
"949",1993,"NL East",162,97,65,0,59.9,0.577,"1st of 7",0,"Lost WS (4-2)",877,740,3137674,29.3,28.8,40,20,"L.Dykstra (6.6)","J.Fregosi (97-65)","Philadelphia Phillies","Very popular"
"950",1992,"NL East",162,70,92,0,43.2,0.48,"6th of 6",26,"",686,717,1927448,27.7,26.8,48,24,"D.Daulton (6.9)","J.Fregosi (70-92)","Philadelphia Phillies","Unpopular"
"951",1991,"NL East",162,78,84,0,48.1,0.464,"3rd of 6",20,"",629,680,2050012,29,26.7,43,19,"J.Kruk (4.7)","N.Leyva (4-9) and J.Fregosi (74-75)","Philadelphia Phillies","Popular"
"952",1990,"NL East",162,77,85,0,47.5,0.445,"4th of 6",18,"",646,729,1992484,28.6,26.5,43,20,"L.Dykstra (8.9)","N.Leyva (77-85)","Philadelphia Phillies","Unpopular"
"953",1989,"NL East",163,67,95,1,41.4,0.429,"6th of 6",26,"",629,735,1861985,29,27.8,48,22,"V.Hayes (5.1)","N.Leyva (67-95)","Philadelphia Phillies","Unpopular"
